State,District,Date,Year,Month,Avg_rainfall,Agency_name
Haryana,Karnal,2023-07-15,2023,7,2.5578426975,IMD GRID MODEL
Haryana,Karnal,2023-07-16,2023,7,11.7634815148,IMD GRID MODEL
Haryana,Karnal,2023-07-17,2023,7,3.0660595427,IMD GRID MODEL
Haryana,Karnal,2023-07-18,2023,7,1.9584409023,IMD GRID MODEL
Haryana,Karnal,2023-07-19,2023,7,0.8549702555,IMD GRID MODEL
Haryana,Karnal,2023-07-20,2023,7,2.7556965226,IMD GRID MODEL
Haryana,Karnal,2023-07-21,2023,7,NA,IMD GRID MODEL
Haryana,Karnal,2023-07-22,2023,7,0.3826298858,IMD GRID MODEL
Haryana,Karnal,2023-07-23,2023,7,12.3916268897,IMD GRID MODEL
Haryana,Kurukshetra,2023-07-01,2023,7,2.9731242262,IMD GRID MODEL
Haryana,Kurukshetra,2023-07-02,2023,7,0.1908766465,IMD GRID MODEL
Haryana,Kurukshetra,2023-07-03,2023,7,0.0474369229,IMD GRID MODEL
Haryana,Kurukshetra,2023-07-04,2023,7,1.6888980004,IMD GRID MODEL
Haryana,Kurukshetra,2023-07-05,2023,7,2.1544466432,IMD GRID MODEL
Haryana,Kurukshetra,2023-07-06,2023,7,8.7826800074,IMD GRID MODEL
Haryana,Kurukshetra,2023-07-07,2023,7,NA,IMD GRID MODEL
Haryana,Kurukshetra,2023-07-08,2023,7,7.4243432559,IMD GRID MODEL
Haryana,Kurukshetra,2023-07-09,2023,7,135.5753153597,IMD GRID MODEL
Haryana,Kurukshetra,2023-07-10,2023,7,103.0711434267,IMD GRID MODEL
Haryana,Kurukshetra,2023-07-11,2023,7,101.8599884648,IMD GRID MODEL
Haryana,Kurukshetra,2023-07-12,2023,7,4.6475483004,IMD GRID MODEL
Haryana,Kurukshetra,2023-07-13,2023,7,20.816661484,IMD GRID MODEL
Haryana,Kurukshetra,2023-07-14,2023,7,0.1766412272,IMD GRID MODEL
Haryana,Kurukshetra,2023-07-15,2023,7,6.2800857789,IMD GRID MODEL
Haryana,Kurukshetra,2023-07-16,2023,7,9.5621897805,IMD GRID MODEL
Haryana,Kurukshetra,2023-07-17,2023,7,4.559183196,IMD GRID MODEL
Haryana,Kurukshetra,2023-07-18,2023,7,0.6815038019,IMD GRID MODEL
Haryana,Kurukshetra,2023-07-19,2023,7,2.9453950462,IMD GRID MODEL
Haryana,Kurukshetra,2023-07-20,2023,7,3.2130821668,IMD GRID MODEL
Haryana,Kurukshetra,2023-07-21,2023,7,NA,IMD GRID MODEL
Haryana,Kurukshetra,2023-07-22,2023,7,0.7144260045,IMD GRID MODEL
Haryana,Kurukshetra,2023-07-23,2023,7,17.2640180006,IMD GRID MODEL
Haryana,Mahendragarh,2023-07-01,2023,7,NA,IMD GRID MODEL
Haryana,Mahendragarh,2023-07-02,2023,7,0.2288561356,IMD GRID MODEL
Haryana,Mahendragarh,2023-07-03,2023,7,NA,IMD GRID MODEL
Haryana,Mahendragarh,2023-07-04,2023,7,0.0836312689,IMD GRID MODEL
Haryana,Mahendragarh,2023-07-05,2023,7,7.0724680969,IMD GRID MODEL
Haryana,Mahendragarh,2023-07-06,2023,7,0.6204831596,IMD GRID MODEL
Haryana,Mahendragarh,2023-07-07,2023,7,2.4407077659,IMD GRID MODEL
Haryana,Mahendragarh,2023-07-08,2023,7,13.0393194509,IMD GRID MODEL
Haryana,Mahendragarh,2023-07-09,2023,7,15.7670665519,IMD GRID MODEL
Haryana,Mahendragarh,2023-07-10,2023,7,14.6823083187,IMD GRID MODEL
Haryana,Mahendragarh,2023-07-11,2023,7,34.265943041,IMD GRID MODEL
Haryana,Mahendragarh,2023-07-12,2023,7,NA,IMD GRID MODEL
Haryana,Mahendragarh,2023-07-13,2023,7,NA,IMD GRID MODEL
Haryana,Mahendragarh,2023-07-14,2023,7,4.261057509,IMD GRID MODEL
Haryana,Mahendragarh,2023-07-15,2023,7,5.3723469205,IMD GRID MODEL
Haryana,Mahendragarh,2023-07-16,2023,7,27.225320958,IMD GRID MODEL
Haryana,Mahendragarh,2023-07-17,2023,7,16.7110604545,IMD GRID MODEL
Haryana,Mahendragarh,2023-07-18,2023,7,19.2980111069,IMD GRID MODEL
Haryana,Mahendragarh,2023-07-19,2023,7,1.5250260918,IMD GRID MODEL
Haryana,Mahendragarh,2023-07-20,2023,7,4.5057714628,IMD GRID MODEL
Haryana,Mahendragarh,2023-07-21,2023,7,NA,IMD GRID MODEL
Haryana,Mahendragarh,2023-07-22,2023,7,0.4561791754,IMD GRID MODEL
Haryana,Mahendragarh,2023-07-23,2023,7,1.5940843851,IMD GRID MODEL
Haryana,Nuh,2023-07-01,2023,7,4.8230852393,IMD GRID MODEL
Haryana,Nuh,2023-07-02,2023,7,NA,IMD GRID MODEL
Haryana,Nuh,2023-07-03,2023,7,NA,IMD GRID MODEL
Haryana,Nuh,2023-07-04,2023,7,NA,IMD GRID MODEL
Haryana,Nuh,2023-07-05,2023,7,4.6724601717,IMD GRID MODEL
Haryana,Nuh,2023-07-06,2023,7,3.8879689498,IMD GRID MODEL
Haryana,Nuh,2023-07-07,2023,7,2.0361979671,IMD GRID MODEL
Haryana,Nuh,2023-07-08,2023,7,4.644358151,IMD GRID MODEL
Haryana,Nuh,2023-07-09,2023,7,46.9233899555,IMD GRID MODEL
Haryana,Nuh,2023-07-10,2023,7,27.2505306021,IMD GRID MODEL
Haryana,Nuh,2023-07-11,2023,7,9.6603884642,IMD GRID MODEL
Haryana,Nuh,2023-07-12,2023,7,0.0102516804,IMD GRID MODEL
Haryana,Nuh,2023-07-13,2023,7,0.6518442445,IMD GRID MODEL
Haryana,Nuh,2023-07-14,2023,7,5.0160036231,IMD GRID MODEL
Haryana,Nuh,2023-07-15,2023,7,2.1267313989,IMD GRID MODEL
Haryana,Nuh,2023-07-16,2023,7,12.7463499282,IMD GRID MODEL
Haryana,Nuh,2023-07-17,2023,7,7.0142962334,IMD GRID MODEL
Haryana,Nuh,2023-07-18,2023,7,0.9997923093,IMD GRID MODEL
Haryana,Nuh,2023-07-19,2023,7,10.2517287752,IMD GRID MODEL
Haryana,Nuh,2023-07-20,2023,7,0.989735348,IMD GRID MODEL
Haryana,Nuh,2023-07-21,2023,7,0.3152104522,IMD GRID MODEL
Haryana,Nuh,2023-07-22,2023,7,NA,IMD GRID MODEL
Haryana,Nuh,2023-07-23,2023,7,NA,IMD GRID MODEL
Haryana,Palwal,2023-07-01,2023,7,0.2695107497,IMD GRID MODEL
Haryana,Palwal,2023-07-02,2023,7,NA,IMD GRID MODEL
Haryana,Palwal,2023-07-03,2023,7,NA,IMD GRID MODEL
Haryana,Palwal,2023-07-04,2023,7,NA,IMD GRID MODEL
Haryana,Palwal,2023-07-05,2023,7,3.9960396712,IMD GRID MODEL
Haryana,Palwal,2023-07-06,2023,7,2.2720745805,IMD GRID MODEL
Haryana,Palwal,2023-07-07,2023,7,5.2338369653,IMD GRID MODEL
Haryana,Palwal,2023-07-08,2023,7,8.855300215,IMD GRID MODEL
Haryana,Palwal,2023-07-09,2023,7,16.6652030078,IMD GRID MODEL
Haryana,Palwal,2023-07-10,2023,7,24.4779111483,IMD GRID MODEL
Haryana,Palwal,2023-07-11,2023,7,11.0715787769,IMD GRID MODEL
Haryana,Palwal,2023-07-12,2023,7,2.4810662484,IMD GRID MODEL
Haryana,Palwal,2023-07-13,2023,7,2.5621255074,IMD GRID MODEL
Haryana,Palwal,2023-07-14,2023,7,13.8507244618,IMD GRID MODEL
Haryana,Palwal,2023-07-15,2023,7,4.9104706591,IMD GRID MODEL
Haryana,Palwal,2023-07-16,2023,7,2.2449484987,IMD GRID MODEL
Haryana,Palwal,2023-07-17,2023,7,1.085409747,IMD GRID MODEL
Haryana,Palwal,2023-07-18,2023,7,0.4827206723,IMD GRID MODEL
Haryana,Palwal,2023-07-19,2023,7,1.5451181742,IMD GRID MODEL
Haryana,Palwal,2023-07-20,2023,7,4.7313068277,IMD GRID MODEL
Haryana,Palwal,2023-07-21,2023,7,0.0045604012,IMD GRID MODEL
Haryana,Palwal,2023-07-22,2023,7,NA,IMD GRID MODEL
Haryana,Palwal,2023-07-23,2023,7,NA,IMD GRID MODEL
Haryana,Panchkula,2023-07-01,2023,7,17.9869556655,IMD GRID MODEL
Haryana,Panchkula,2023-07-02,2023,7,3.3330057672,IMD GRID MODEL
Haryana,Panchkula,2023-07-03,2023,7,0.2009963993,IMD GRID MODEL
Haryana,Panchkula,2023-07-04,2023,7,3.9619800904,IMD GRID MODEL
Haryana,Panchkula,2023-07-05,2023,7,1.8409834788,IMD GRID MODEL
Haryana,Panchkula,2023-07-06,2023,7,17.932854893,IMD GRID MODEL
Haryana,Panchkula,2023-07-07,2023,7,21.3425744992,IMD GRID MODEL
Haryana,Panchkula,2023-07-08,2023,7,28.360856582,IMD GRID MODEL
Haryana,Panchkula,2023-07-09,2023,7,126.6913064113,IMD GRID MODEL
Haryana,Panchkula,2023-07-10,2023,7,138.7593233135,IMD GRID MODEL
Haryana,Panchkula,2023-07-11,2023,7,94.9798912462,IMD GRID MODEL
Haryana,Panchkula,2023-07-12,2023,7,11.859822639,IMD GRID MODEL
Haryana,Panchkula,2023-07-13,2023,7,36.4556608311,IMD GRID MODEL
Haryana,Panchkula,2023-07-14,2023,7,17.9073827844,IMD GRID MODEL
Haryana,Panchkula,2023-07-15,2023,7,5.2491040102,IMD GRID MODEL
Haryana,Panchkula,2023-07-16,2023,7,8.9994592649,IMD GRID MODEL
Haryana,Panchkula,2023-07-17,2023,7,3.0312663224,IMD GRID MODEL
Haryana,Panchkula,2023-07-18,2023,7,8.4275141994,IMD GRID MODEL
Haryana,Panchkula,2023-07-19,2023,7,1.7427487264,IMD GRID MODEL
Haryana,Panchkula,2023-07-20,2023,7,0.4237143991,IMD GRID MODEL
Haryana,Panchkula,2023-07-21,2023,7,0.014319947,IMD GRID MODEL
Haryana,Panchkula,2023-07-22,2023,7,63.6933150029,IMD GRID MODEL
Haryana,Panchkula,2023-07-23,2023,7,18.8859616702,IMD GRID MODEL
Haryana,Panipat,2023-07-01,2023,7,0.1132581682,IMD GRID MODEL
Haryana,Panipat,2023-07-02,2023,7,NA,IMD GRID MODEL
Haryana,Panipat,2023-07-03,2023,7,NA,IMD GRID MODEL
Haryana,Panipat,2023-07-04,2023,7,NA,IMD GRID MODEL
Haryana,Panipat,2023-07-05,2023,7,0.0478779993,IMD GRID MODEL
Haryana,Panipat,2023-07-06,2023,7,14.5382256535,IMD GRID MODEL
Haryana,Panipat,2023-07-07,2023,7,0.0224288153,IMD GRID MODEL
Haryana,Panipat,2023-07-08,2023,7,9.0265729841,IMD GRID MODEL
Haryana,Panipat,2023-07-09,2023,7,56.1059978907,IMD GRID MODEL
Haryana,Panipat,2023-07-10,2023,7,31.1588137077,IMD GRID MODEL
Haryana,Panipat,2023-07-11,2023,7,31.7213897513,IMD GRID MODEL
Haryana,Panipat,2023-07-12,2023,7,10.3594170267,IMD GRID MODEL
Haryana,Panipat,2023-07-13,2023,7,14.9033813957,IMD GRID MODEL
Haryana,Panipat,2023-07-14,2023,7,NA,IMD GRID MODEL
Haryana,Panipat,2023-07-15,2023,7,0.9250317004,IMD GRID MODEL
Haryana,Panipat,2023-07-16,2023,7,3.8066666368,IMD GRID MODEL
Haryana,Panipat,2023-07-17,2023,7,0.1293127426,IMD GRID MODEL
Haryana,Panipat,2023-07-18,2023,7,1.6937567087,IMD GRID MODEL
Haryana,Panipat,2023-07-19,2023,7,11.2270518195,IMD GRID MODEL
Haryana,Panipat,2023-07-20,2023,7,0.0363743911,IMD GRID MODEL
Haryana,Panipat,2023-07-21,2023,7,NA,IMD GRID MODEL
Haryana,Panipat,2023-07-22,2023,7,3.8906020118,IMD GRID MODEL
Haryana,Panipat,2023-07-23,2023,7,1.1928271019,IMD GRID MODEL
Haryana,Rewari,2023-07-01,2023,7,0.1008439598,IMD GRID MODEL
Haryana,Rewari,2023-07-02,2023,7,0.0523989245,IMD GRID MODEL
Haryana,Rewari,2023-07-03,2023,7,NA,IMD GRID MODEL
Haryana,Rewari,2023-07-04,2023,7,0.6599052316,IMD GRID MODEL
Haryana,Rewari,2023-07-05,2023,7,22.7885093768,IMD GRID MODEL
Haryana,Rewari,2023-07-06,2023,7,1.670884815,IMD GRID MODEL
Haryana,Rewari,2023-07-07,2023,7,5.3388345776,IMD GRID MODEL
Haryana,Rewari,2023-07-08,2023,7,5.2716678947,IMD GRID MODEL
Haryana,Rewari,2023-07-09,2023,7,23.1375040196,IMD GRID MODEL
Haryana,Rewari,2023-07-10,2023,7,17.5765501108,IMD GRID MODEL
Haryana,Rewari,2023-07-11,2023,7,20.0769202252,IMD GRID MODEL
Haryana,Rewari,2023-07-12,2023,7,NA,IMD GRID MODEL
Haryana,Rewari,2023-07-13,2023,7,0.044744512,IMD GRID MODEL
Haryana,Rewari,2023-07-14,2023,7,2.0571482551,IMD GRID MODEL
Haryana,Rewari,2023-07-15,2023,7,0.3388744685,IMD GRID MODEL
Haryana,Rewari,2023-07-16,2023,7,18.954695687,IMD GRID MODEL
Haryana,Rewari,2023-07-17,2023,7,3.6982093571,IMD GRID MODEL
Haryana,Rewari,2023-07-18,2023,7,8.5810282999,IMD GRID MODEL
Haryana,Rewari,2023-07-19,2023,7,0.7877442766,IMD GRID MODEL
Haryana,Rewari,2023-07-20,2023,7,0.6445100971,IMD GRID MODEL
Haryana,Rewari,2023-07-21,2023,7,NA,IMD GRID MODEL
Haryana,Rewari,2023-07-22,2023,7,0.4367120292,IMD GRID MODEL
Haryana,Rewari,2023-07-23,2023,7,0.0017938601,IMD GRID MODEL
Haryana,Rohtak,2023-07-01,2023,7,0.4558030062,IMD GRID MODEL
Haryana,Rohtak,2023-07-02,2023,7,NA,IMD GRID MODEL
Haryana,Rohtak,2023-07-03,2023,7,NA,IMD GRID MODEL
Haryana,Rohtak,2023-07-04,2023,7,NA,IMD GRID MODEL
Haryana,Rohtak,2023-07-05,2023,7,11.071835948,IMD GRID MODEL
Haryana,Rohtak,2023-07-06,2023,7,12.2726602618,IMD GRID MODEL
Haryana,Rohtak,2023-07-07,2023,7,0.1578744868,IMD GRID MODEL
Haryana,Rohtak,2023-07-08,2023,7,8.3410598617,IMD GRID MODEL
Haryana,Rohtak,2023-07-09,2023,7,25.0982325906,IMD GRID MODEL
Haryana,Rohtak,2023-07-10,2023,7,15.2018178365,IMD GRID MODEL
Haryana,Rohtak,2023-07-11,2023,7,23.1254946348,IMD GRID MODEL
Haryana,Rohtak,2023-07-12,2023,7,0.1544226229,IMD GRID MODEL
Haryana,Rohtak,2023-07-13,2023,7,1.1677771214,IMD GRID MODEL
Haryana,Rohtak,2023-07-14,2023,7,1.8461092767,IMD GRID MODEL
Haryana,Rohtak,2023-07-15,2023,7,3.9954923631,IMD GRID MODEL
Haryana,Rohtak,2023-07-16,2023,7,7.6059360752,IMD GRID MODEL
Haryana,Rohtak,2023-07-17,2023,7,0.3097738754,IMD GRID MODEL
Haryana,Rohtak,2023-07-18,2023,7,14.2880420056,IMD GRID MODEL
Haryana,Rohtak,2023-07-19,2023,7,3.0668338249,IMD GRID MODEL
Haryana,Rohtak,2023-07-20,2023,7,1.4634490347,IMD GRID MODEL
Haryana,Rohtak,2023-07-21,2023,7,NA,IMD GRID MODEL
Haryana,Rohtak,2023-07-22,2023,7,6.3836979374,IMD GRID MODEL
Haryana,Rohtak,2023-07-23,2023,7,0.2624320339,IMD GRID MODEL
Haryana,Sirsa,2023-07-01,2023,7,0.4675926409,IMD GRID MODEL
Haryana,Sirsa,2023-07-02,2023,7,3.1260635283,IMD GRID MODEL
Haryana,Sirsa,2023-07-03,2023,7,NA,IMD GRID MODEL
Haryana,Sirsa,2023-07-04,2023,7,NA,IMD GRID MODEL
Haryana,Sirsa,2023-07-05,2023,7,2.0970004795,IMD GRID MODEL
Haryana,Sirsa,2023-07-06,2023,7,1.5533494319,IMD GRID MODEL
Haryana,Sirsa,2023-07-07,2023,7,8.5222596434,IMD GRID MODEL
Haryana,Sirsa,2023-07-08,2023,7,0.4320645143,IMD GRID MODEL
Haryana,Sirsa,2023-07-09,2023,7,33.6766721754,IMD GRID MODEL
Haryana,Sirsa,2023-07-10,2023,7,0.0099745174,IMD GRID MODEL
Haryana,Sirsa,2023-07-11,2023,7,0.3052764602,IMD GRID MODEL
Haryana,Sirsa,2023-07-12,2023,7,NA,IMD GRID MODEL
Haryana,Sirsa,2023-07-13,2023,7,NA,IMD GRID MODEL
Haryana,Sirsa,2023-07-14,2023,7,0.0365280688,IMD GRID MODEL
Haryana,Sirsa,2023-07-15,2023,7,1.2042977248,IMD GRID MODEL
Haryana,Sirsa,2023-07-16,2023,7,0.996201956,IMD GRID MODEL
Haryana,Sirsa,2023-07-17,2023,7,8.15551044,IMD GRID MODEL
Haryana,Sirsa,2023-07-18,2023,7,NA,IMD GRID MODEL
Haryana,Sirsa,2023-07-19,2023,7,0.0821213028,IMD GRID MODEL
Haryana,Sirsa,2023-07-20,2023,7,11.6511337617,IMD GRID MODEL
Haryana,Sirsa,2023-07-21,2023,7,NA,IMD GRID MODEL
Haryana,Sirsa,2023-07-22,2023,7,0.3329574307,IMD GRID MODEL
Haryana,Sirsa,2023-07-23,2023,7,1.5690218539,IMD GRID MODEL
Haryana,Sonipat,2023-07-01,2023,7,0.675650078,IMD GRID MODEL
Haryana,Sonipat,2023-07-02,2023,7,NA,IMD GRID MODEL
Haryana,Sonipat,2023-07-03,2023,7,NA,IMD GRID MODEL
Haryana,Sonipat,2023-07-04,2023,7,NA,IMD GRID MODEL
Haryana,Sonipat,2023-07-05,2023,7,0.4407506009,IMD GRID MODEL
Haryana,Sonipat,2023-07-06,2023,7,19.6902065576,IMD GRID MODEL
Haryana,Sonipat,2023-07-07,2023,7,1.7776361755,IMD GRID MODEL
Haryana,Sonipat,2023-07-08,2023,7,12.7870173322,IMD GRID MODEL
Haryana,Sonipat,2023-07-09,2023,7,44.1335600193,IMD GRID MODEL
Haryana,Sonipat,2023-07-10,2023,7,41.4137919969,IMD GRID MODEL
Haryana,Sonipat,2023-07-11,2023,7,28.2222393228,IMD GRID MODEL
Haryana,Sonipat,2023-07-12,2023,7,3.4671274301,IMD GRID MODEL
Haryana,Sonipat,2023-07-13,2023,7,10.4470942564,IMD GRID MODEL
Haryana,Sonipat,2023-07-14,2023,7,0.0474499703,IMD GRID MODEL
Haryana,Sonipat,2023-07-15,2023,7,1.8848128504,IMD GRID MODEL
Haryana,Sonipat,2023-07-16,2023,7,2.5169539596,IMD GRID MODEL
Haryana,Sonipat,2023-07-17,2023,7,1.4321662941,IMD GRID MODEL
Haryana,Sonipat,2023-07-18,2023,7,4.118159986,IMD GRID MODEL
Haryana,Sonipat,2023-07-19,2023,7,9.7703040207,IMD GRID MODEL
Haryana,Sonipat,2023-07-20,2023,7,0.2211099963,IMD GRID MODEL
Haryana,Sonipat,2023-07-21,2023,7,NA,IMD GRID MODEL
Haryana,Sonipat,2023-07-22,2023,7,5.0745732824,IMD GRID MODEL
Haryana,Sonipat,2023-07-23,2023,7,0.0609654643,IMD GRID MODEL
Haryana,Yamunanagar,2023-07-01,2023,7,9.7263571333,IMD GRID MODEL
Haryana,Yamunanagar,2023-07-02,2023,7,4.1355415466,IMD GRID MODEL
Haryana,Yamunanagar,2023-07-03,2023,7,3.3401116013,IMD GRID MODEL
Haryana,Yamunanagar,2023-07-04,2023,7,4.4339664403,IMD GRID MODEL
Haryana,Yamunanagar,2023-07-05,2023,7,14.2582458525,IMD GRID MODEL
Haryana,Yamunanagar,2023-07-06,2023,7,18.867495131,IMD GRID MODEL
Haryana,Yamunanagar,2023-07-07,2023,7,2.5256618593,IMD GRID MODEL
Haryana,Yamunanagar,2023-07-08,2023,7,33.7251074507,IMD GRID MODEL
Haryana,Yamunanagar,2023-07-09,2023,7,95.6924301694,IMD GRID MODEL
Haryana,Yamunanagar,2023-07-10,2023,7,139.4796004793,IMD GRID MODEL
Haryana,Yamunanagar,2023-07-11,2023,7,170.7281218921,IMD GRID MODEL
Haryana,Yamunanagar,2023-07-12,2023,7,67.9470492646,IMD GRID MODEL
Haryana,Yamunanagar,2023-07-13,2023,7,71.6817375853,IMD GRID MODEL
Haryana,Yamunanagar,2023-07-14,2023,7,10.3423435888,IMD GRID MODEL
Haryana,Yamunanagar,2023-07-15,2023,7,16.2350638154,IMD GRID MODEL
Haryana,Yamunanagar,2023-07-16,2023,7,19.8204131033,IMD GRID MODEL
Haryana,Yamunanagar,2023-07-17,2023,7,21.9095972826,IMD GRID MODEL
Haryana,Yamunanagar,2023-07-18,2023,7,58.6943297959,IMD GRID MODEL
Haryana,Yamunanagar,2023-07-19,2023,7,5.9103137786,IMD GRID MODEL
Haryana,Yamunanagar,2023-07-20,2023,7,3.9651287801,IMD GRID MODEL
Haryana,Yamunanagar,2023-07-21,2023,7,0.2529717596,IMD GRID MODEL
Haryana,Yamunanagar,2023-07-22,2023,7,41.2866786047,IMD GRID MODEL
Haryana,Yamunanagar,2023-07-23,2023,7,22.301169639,IMD GRID MODEL
Himachal Pradesh,Chamba,2023-07-01,2023,7,0.0189817173,IMD GRID MODEL
Himachal Pradesh,Chamba,2023-07-02,2023,7,0.0103128805,IMD GRID MODEL
Himachal Pradesh,Chamba,2023-07-03,2023,7,0.0019036085,IMD GRID MODEL
Himachal Pradesh,Chamba,2023-07-04,2023,7,5.6550493231,IMD GRID MODEL
Himachal Pradesh,Chamba,2023-07-05,2023,7,11.0671312154,IMD GRID MODEL
Himachal Pradesh,Chamba,2023-07-06,2023,7,14.1216349531,IMD GRID MODEL
Himachal Pradesh,Chamba,2023-07-07,2023,7,5.1674786862,IMD GRID MODEL
Himachal Pradesh,Chamba,2023-07-08,2023,7,7.6230780189,IMD GRID MODEL
Himachal Pradesh,Chamba,2023-07-09,2023,7,92.9158685122,IMD GRID MODEL
Himachal Pradesh,Chamba,2023-07-10,2023,7,94.4170945446,IMD GRID MODEL
Himachal Pradesh,Chamba,2023-07-11,2023,7,4.8192061808,IMD GRID MODEL
Himachal Pradesh,Chamba,2023-07-12,2023,7,1.5931607184,IMD GRID MODEL
Himachal Pradesh,Chamba,2023-07-13,2023,7,2.5433806851,IMD GRID MODEL
Himachal Pradesh,Chamba,2023-07-14,2023,7,2.2452233372,IMD GRID MODEL
Himachal Pradesh,Chamba,2023-07-15,2023,7,7.8027298571,IMD GRID MODEL
Himachal Pradesh,Chamba,2023-07-16,2023,7,33.8279056468,IMD GRID MODEL
Himachal Pradesh,Chamba,2023-07-17,2023,7,20.8826365407,IMD GRID MODEL
Himachal Pradesh,Chamba,2023-07-18,2023,7,23.0386829781,IMD GRID MODEL
Himachal Pradesh,Chamba,2023-07-19,2023,7,25.3434741753,IMD GRID MODEL
Himachal Pradesh,Chamba,2023-07-20,2023,7,9.9298685374,IMD GRID MODEL
Himachal Pradesh,Chamba,2023-07-21,2023,7,11.6520875628,IMD GRID MODEL
Himachal Pradesh,Chamba,2023-07-22,2023,7,14.5693995025,IMD GRID MODEL
Himachal Pradesh,Chamba,2023-07-23,2023,7,19.2248091721,IMD GRID MODEL
Himachal Pradesh,Kangra,2023-07-01,2023,7,0.1831457009,IMD GRID MODEL
Himachal Pradesh,Kangra,2023-07-02,2023,7,0.0857791114,IMD GRID MODEL
Himachal Pradesh,Kangra,2023-07-03,2023,7,6.2952993862,IMD GRID MODEL
Himachal Pradesh,Kangra,2023-07-04,2023,7,19.8708406862,IMD GRID MODEL
Himachal Pradesh,Kangra,2023-07-05,2023,7,8.046838707,IMD GRID MODEL
Himachal Pradesh,Kangra,2023-07-06,2023,7,22.5195028991,IMD GRID MODEL
Himachal Pradesh,Kangra,2023-07-07,2023,7,6.379181561,IMD GRID MODEL
Himachal Pradesh,Kangra,2023-07-08,2023,7,3.5236684094,IMD GRID MODEL
Himachal Pradesh,Kangra,2023-07-09,2023,7,111.3020847085,IMD GRID MODEL
Himachal Pradesh,Kangra,2023-07-10,2023,7,86.8906975537,IMD GRID MODEL
Himachal Pradesh,Kangra,2023-07-11,2023,7,11.0251778599,IMD GRID MODEL
Himachal Pradesh,Kangra,2023-07-12,2023,7,3.2416911622,IMD GRID MODEL
Himachal Pradesh,Kangra,2023-07-13,2023,7,10.5324779408,IMD GRID MODEL
Himachal Pradesh,Kangra,2023-07-14,2023,7,13.1052217583,IMD GRID MODEL
Himachal Pradesh,Kangra,2023-07-15,2023,7,31.0675441839,IMD GRID MODEL
Himachal Pradesh,Kangra,2023-07-16,2023,7,45.1742858929,IMD GRID MODEL
Himachal Pradesh,Kangra,2023-07-17,2023,7,11.224106156,IMD GRID MODEL
Himachal Pradesh,Kangra,2023-07-18,2023,7,17.150445154,IMD GRID MODEL
Himachal Pradesh,Kangra,2023-07-19,2023,7,43.2303397269,IMD GRID MODEL
Himachal Pradesh,Kangra,2023-07-20,2023,7,6.1106441198,IMD GRID MODEL
Himachal Pradesh,Kangra,2023-07-21,2023,7,27.716431075,IMD GRID MODEL
Himachal Pradesh,Kangra,2023-07-22,2023,7,27.6578223982,IMD GRID MODEL
Himachal Pradesh,Kangra,2023-07-23,2023,7,17.4223182635,IMD GRID MODEL
Himachal Pradesh,Kinnaur,2023-07-01,2023,7,1.1638951344,IMD GRID MODEL
Himachal Pradesh,Kinnaur,2023-07-02,2023,7,1.4295269881,IMD GRID MODEL
Himachal Pradesh,Kinnaur,2023-07-03,2023,7,0.0339506913,IMD GRID MODEL
Himachal Pradesh,Kinnaur,2023-07-04,2023,7,1.2473622471,IMD GRID MODEL
Himachal Pradesh,Kinnaur,2023-07-05,2023,7,0.2296660987,IMD GRID MODEL
Himachal Pradesh,Kinnaur,2023-07-06,2023,7,2.1749164237,IMD GRID MODEL
Himachal Pradesh,Kinnaur,2023-07-07,2023,7,1.2367217078,IMD GRID MODEL
Himachal Pradesh,Kinnaur,2023-07-08,2023,7,2.7923923963,IMD GRID MODEL
Himachal Pradesh,Kinnaur,2023-07-09,2023,7,18.3598164084,IMD GRID MODEL
Himachal Pradesh,Kinnaur,2023-07-10,2023,7,20.5089022915,IMD GRID MODEL
Himachal Pradesh,Kinnaur,2023-07-11,2023,7,25.867975425,IMD GRID MODEL
Himachal Pradesh,Kinnaur,2023-07-12,2023,7,6.9743669218,IMD GRID MODEL
Himachal Pradesh,Kinnaur,2023-07-13,2023,7,9.5637189757,IMD GRID MODEL
Himachal Pradesh,Kinnaur,2023-07-14,2023,7,0.1596694294,IMD GRID MODEL
Himachal Pradesh,Kinnaur,2023-07-15,2023,7,2.9026081473,IMD GRID MODEL
Himachal Pradesh,Kinnaur,2023-07-16,2023,7,11.1556180652,IMD GRID MODEL
Himachal Pradesh,Kinnaur,2023-07-17,2023,7,1.5189644039,IMD GRID MODEL
Himachal Pradesh,Kinnaur,2023-07-18,2023,7,1.0493286151,IMD GRID MODEL
Himachal Pradesh,Kinnaur,2023-07-19,2023,7,6.6871590381,IMD GRID MODEL
Himachal Pradesh,Kinnaur,2023-07-20,2023,7,4.7812058719,IMD GRID MODEL
Himachal Pradesh,Kinnaur,2023-07-21,2023,7,2.6646292256,IMD GRID MODEL
Himachal Pradesh,Kinnaur,2023-07-22,2023,7,8.5269234359,IMD GRID MODEL
Himachal Pradesh,Kinnaur,2023-07-23,2023,7,6.4415586356,IMD GRID MODEL
Himachal Pradesh,Kullu,2023-07-01,2023,7,4.871043441,IMD GRID MODEL
Himachal Pradesh,Kullu,2023-07-02,2023,7,1.7998939866,IMD GRID MODEL
Himachal Pradesh,Kullu,2023-07-03,2023,7,NA,IMD GRID MODEL
Himachal Pradesh,Kullu,2023-07-04,2023,7,4.5223956717,IMD GRID MODEL
Himachal Pradesh,Kullu,2023-07-05,2023,7,3.9842884901,IMD GRID MODEL
