id,date,year,month,state_code,state_name,actual_rainfall_mm,rfs_raw,normal_rainfall_mm,deviation_pct,no_actual_rainfall_reported
76549,2014-12-28,2014,12,2,Himachal Pradesh,0.0,0.0,1.74,-100.0,False
76584,2014-12-29,2014,12,2,Himachal Pradesh,0.0,0.0,2.13,-100.0,False
76619,2014-12-30,2014,12,2,Himachal Pradesh,0.0,0.0,2.21,-100.0,False
76654,2014-12-31,2014,12,2,Himachal Pradesh,0.0,0.0,2.36,-100.0,False
76689,2015-01-01,2015,1,2,Himachal Pradesh,0.0,0.0,3.31,-100.0,False
76724,2015-01-02,2015,1,2,Himachal Pradesh,0.0,0.0,2.33,-100.0,False
76759,2015-01-03,2015,1,2,Himachal Pradesh,7.6,14.648043,1.58,381.01,False
76794,2015-01-04,2015,1,2,Himachal Pradesh,10.17,19.606441,1.92,429.69,False
76829,2015-01-05,2015,1,2,Himachal Pradesh,0.0,0.0,3.17,-100.0,False
76864,2015-01-06,2015,1,2,Himachal Pradesh,0.0,0.0,2.52,-100.0,False
76899,2015-01-07,2015,1,2,Himachal Pradesh,0.0,0.0,3.46,-100.0,False
76934,2015-01-08,2015,1,2,Himachal Pradesh,0.0,0.0,3.89,-100.0,False
76969,2015-01-09,2015,1,2,Himachal Pradesh,0.0,0.0,3.01,-100.0,False
77004,2015-01-10,2015,1,2,Himachal Pradesh,0.0,0.0,2.47,-100.0,False
77039,2015-01-11,2015,1,2,Himachal Pradesh,0.0,0.0,2.37,-100.0,False
77074,2015-01-12,2015,1,2,Himachal Pradesh,0.0,0.0,2.83,-100.0,False
77109,2015-01-13,2015,1,2,Himachal Pradesh,0.0,0.001468,3.41,-100.0,False
77144,2015-01-14,2015,1,2,Himachal Pradesh,8.65,16.687178,2.91,197.25,False
77179,2015-01-15,2015,1,2,Himachal Pradesh,9.68,18.659556,2.81,244.48,False
77214,2015-01-16,2015,1,2,Himachal Pradesh,0.0,0.0,2.32,-100.0,False
77249,2015-01-17,2015,1,2,Himachal Pradesh,0.0,0.0,1.86,-100.0,False
77284,2015-01-18,2015,1,2,Himachal Pradesh,0.0,0.0,1.76,-100.0,False
77319,2015-01-19,2015,1,2,Himachal Pradesh,0.0,0.0,2.59,-100.0,False
77354,2015-01-20,2015,1,2,Himachal Pradesh,0.0,0.0,4.46,-100.0,False
77389,2015-01-21,2015,1,2,Himachal Pradesh,0.0,0.0,3.76,-100.0,False
77424,2015-01-22,2015,1,2,Himachal Pradesh,14.12,27.239219,3.03,366.01,False
77459,2015-01-23,2015,1,2,Himachal Pradesh,14.59,28.144118,2.42,502.89,False
77494,2015-01-24,2015,1,2,Himachal Pradesh,0.19,0.363368,2.84,-93.31,False
77529,2015-01-25,2015,1,2,Himachal Pradesh,0.0,0.0,3.88,-100.0,False
77564,2015-01-26,2015,1,2,Himachal Pradesh,0.23,0.449121,5.02,-95.42,False
77599,2015-01-27,2015,1,2,Himachal Pradesh,8.05,15.523487,4.99,61.32,False
77634,2015-01-28,2015,1,2,Himachal Pradesh,3.06,5.893562,4.8,-36.25,False
77669,2015-01-29,2015,1,2,Himachal Pradesh,0.35,0.68035,4.31,-91.88,False
77704,2015-01-30,2015,1,2,Himachal Pradesh,3.88,7.487272,5.46,-28.94,False
77739,2015-01-31,2015,1,2,Himachal Pradesh,0.0,0.0,4.39,-100.0,False
77774,2015-02-01,2015,2,2,Himachal Pradesh,0.0,0.0,4.07,-100.0,False
77809,2015-02-02,2015,2,2,Himachal Pradesh,2.2,4.251052,3.78,-41.8,False
77844,2015-02-03,2015,2,2,Himachal Pradesh,26.5,51.110991,3.62,632.04,False
77879,2015-02-04,2015,2,2,Himachal Pradesh,9.9,19.082782,4.07,143.24,False
77914,2015-02-05,2015,2,2,Himachal Pradesh,0.0,0.0,3.04,-100.0,False
77949,2015-02-06,2015,2,2,Himachal Pradesh,0.0,0.0,2.26,-100.0,False
77984,2015-02-07,2015,2,2,Himachal Pradesh,0.0,0.0,2.09,-100.0,False
78019,2015-02-08,2015,2,2,Himachal Pradesh,0.0,0.0,2.43,-100.0,False
78054,2015-02-09,2015,2,2,Himachal Pradesh,0.26,0.500092,1.92,-86.46,False
78089,2015-02-10,2015,2,2,Himachal Pradesh,0.0,0.0,2.92,-100.0,False
78124,2015-02-11,2015,2,2,Himachal Pradesh,0.0,0.0,3.21,-100.0,False
78159,2015-02-12,2015,2,2,Himachal Pradesh,0.0,0.0,4.01,-100.0,False
78194,2015-02-13,2015,2,2,Himachal Pradesh,0.0,0.0,4.63,-100.0,False
78229,2015-02-14,2015,2,2,Himachal Pradesh,0.0,0.0,3.28,-100.0,False
78264,2015-02-15,2015,2,2,Himachal Pradesh,0.0,0.0,2.68,-100.0,False
78299,2015-02-16,2015,2,2,Himachal Pradesh,4.87,9.393521,3.21,51.71,False
78334,2015-02-17,2015,2,2,Himachal Pradesh,10.42,20.099915,2.96,252.03,False
78369,2015-02-18,2015,2,2,Himachal Pradesh,1.46,2.816316,3.98,-63.32,False
78404,2015-02-19,2015,2,2,Himachal Pradesh,6.17,11.897155,4.62,33.55,False
78439,2015-02-20,2015,2,2,Himachal Pradesh,30.91,59.6195,4.99,519.44,False
78474,2015-02-21,2015,2,2,Himachal Pradesh,19.49,37.578584,3.82,410.21,False
78509,2015-02-22,2015,2,2,Himachal Pradesh,0.0,0.0,2.01,-100.0,False
78544,2015-02-23,2015,2,2,Himachal Pradesh,0.0,0.0,1.5,-100.0,False
78579,2015-02-24,2015,2,2,Himachal Pradesh,0.0,0.0,2.41,-100.0,False
78614,2015-02-25,2015,2,2,Himachal Pradesh,16.34,31.510883,3.14,420.38,False
78649,2015-02-26,2015,2,2,Himachal Pradesh,26.06,50.254224,2.88,804.86,False
78684,2015-02-27,2015,2,2,Himachal Pradesh,7.74,14.923773,3.89,98.97,False
78719,2015-02-28,2015,2,2,Himachal Pradesh,1.17,2.253758,4.8,-75.63,False
78754,2015-03-01,2015,3,2,Himachal Pradesh,2.56,4.945382,3.64,-29.67,False
78789,2015-03-02,2015,3,2,Himachal Pradesh,51.18,98.69242,3.71,1279.51,False
78824,2015-03-03,2015,3,2,Himachal Pradesh,32.89,63.428907,2.95,1014.92,False
78859,2015-03-04,2015,3,2,Himachal Pradesh,3.6,6.947341,3.05,18.03,False
78894,2015-03-05,2015,3,2,Himachal Pradesh,0.2,0.385582,4.01,-95.01,False
78929,2015-03-06,2015,3,2,Himachal Pradesh,5.98,11.530441,3.41,75.37,False
78964,2015-03-07,2015,3,2,Himachal Pradesh,0.29,0.567847,2.45,-88.16,False
78999,2015-03-08,2015,3,2,Himachal Pradesh,5.73,11.051413,3.01,90.37,False
79034,2015-03-09,2015,3,2,Himachal Pradesh,23.92,46.12453,3.33,618.32,False
79069,2015-03-10,2015,3,2,Himachal Pradesh,5.72,11.036485,4.64,23.28,False
79104,2015-03-11,2015,3,2,Himachal Pradesh,0.0,0.0,4.94,-100.0,False
79139,2015-03-12,2015,3,2,Himachal Pradesh,0.0,0.0,3.87,-100.0,False
79174,2015-03-13,2015,3,2,Himachal Pradesh,0.0,0.0,3.36,-100.0,False
79209,2015-03-14,2015,3,2,Himachal Pradesh,0.08,0.152716,2.26,-96.46,False
79244,2015-03-15,2015,3,2,Himachal Pradesh,3.09,5.954666,3.6,-14.17,False
79279,2015-03-16,2015,3,2,Himachal Pradesh,12.3,23.718999,4.43,177.65,False
79314,2015-03-17,2015,3,2,Himachal Pradesh,11.38,21.940027,3.75,203.47,False
79349,2015-03-18,2015,3,2,Himachal Pradesh,0.29,0.552478,5.01,-94.21,False
79384,2015-03-19,2015,3,2,Himachal Pradesh,0.0,0.0,5.28,-100.0,False
79419,2015-03-20,2015,3,2,Himachal Pradesh,0.0,0.0,4.35,-100.0,False
79454,2015-03-21,2015,3,2,Himachal Pradesh,0.0,0.0,3.6,-100.0,False
79489,2015-03-22,2015,3,2,Himachal Pradesh,0.0,0.0,4.54,-100.0,False
79524,2015-03-23,2015,3,2,Himachal Pradesh,0.0,0.0,4.39,-100.0,False
79559,2015-03-24,2015,3,2,Himachal Pradesh,0.0,0.0,4.35,-100.0,False
79594,2015-03-25,2015,3,2,Himachal Pradesh,0.0,0.002119,4.21,-100.0,False
79629,2015-03-26,2015,3,2,Himachal Pradesh,0.0,5e-06,5.16,-100.0,False
79664,2015-03-27,2015,3,2,Himachal Pradesh,0.0,0.0,3.48,-100.0,False
79699,2015-03-28,2015,3,2,Himachal Pradesh,0.0,0.0,2.27,-100.0,False
79734,2015-03-29,2015,3,2,Himachal Pradesh,5.02,9.678626,2.37,111.81,False
79769,2015-03-30,2015,3,2,Himachal Pradesh,19.44,37.488402,3.14,519.11,False
79804,2015-03-31,2015,3,2,Himachal Pradesh,2.42,4.659323,2.34,3.42,False
79839,2015-04-01,2015,4,2,Himachal Pradesh,0.33,0.628588,1.68,-80.36,False
79874,2015-04-02,2015,4,2,Himachal Pradesh,13.18,25.417585,2.11,524.64,False
79909,2015-04-03,2015,4,2,Himachal Pradesh,12.8,24.677863,2.23,473.99,False
79944,2015-04-04,2015,4,2,Himachal Pradesh,10.26,19.795123,2.72,277.21,False
79979,2015-04-05,2015,4,2,Himachal Pradesh,6.39,12.324068,2.34,173.08,False
80014,2015-04-06,2015,4,2,Himachal Pradesh,0.25,0.477228,2.88,-91.32,False
80049,2015-04-07,2015,4,2,Himachal Pradesh,2.34,4.517066,2.97,-21.21,False
80084,2015-04-08,2015,4,2,Himachal Pradesh,5.5,10.603288,2.45,124.49,False
80119,2015-04-09,2015,4,2,Himachal Pradesh,0.81,1.565684,2.45,-66.94,False
80154,2015-04-10,2015,4,2,Himachal Pradesh,0.0,0.0,2.46,-100.0,False
80189,2015-04-11,2015,4,2,Himachal Pradesh,0.01,0.020518,1.78,-99.44,False
80224,2015-04-12,2015,4,2,Himachal Pradesh,0.07,0.132757,2.26,-96.9,False
80259,2015-04-13,2015,4,2,Himachal Pradesh,0.01,0.021702,2.31,-99.57,False
80294,2015-04-14,2015,4,2,Himachal Pradesh,0.1,0.189353,2.13,-95.31,False
80329,2015-04-15,2015,4,2,Himachal Pradesh,0.09,0.180408,2.66,-96.62,False
80364,2015-04-16,2015,4,2,Himachal Pradesh,8.11,15.648266,2.4,237.92,False
80399,2015-04-17,2015,4,2,Himachal Pradesh,1.15,2.218177,2.96,-61.15,False
80434,2015-04-18,2015,4,2,Himachal Pradesh,0.0,0.0,2.71,-100.0,False
80469,2015-04-19,2015,4,2,Himachal Pradesh,0.0,0.006963,1.99,-100.0,False
80504,2015-04-20,2015,4,2,Himachal Pradesh,4.39,8.46786,2.12,107.08,False
80539,2015-04-21,2015,4,2,Himachal Pradesh,5.66,10.914993,1.47,285.03,False
80574,2015-04-22,2015,4,2,Himachal Pradesh,1.91,3.691456,1.46,30.82,False
80609,2015-04-23,2015,4,2,Himachal Pradesh,0.06,0.120544,1.3,-95.38,False
80644,2015-04-24,2015,4,2,Himachal Pradesh,0.05,0.104427,1.51,-96.69,False
80679,2015-04-25,2015,4,2,Himachal Pradesh,0.46,0.886067,1.84,-75.0,False
80714,2015-04-26,2015,4,2,Himachal Pradesh,1.09,2.104953,2.13,-48.83,False
80749,2015-04-27,2015,4,2,Himachal Pradesh,0.17,0.333082,2.35,-92.77,False
80784,2015-04-28,2015,4,2,Himachal Pradesh,0.1,0.195189,2.02,-95.05,False
80819,2015-04-29,2015,4,2,Himachal Pradesh,0.9,1.726102,2.27,-60.35,False
80854,2015-04-30,2015,4,2,Himachal Pradesh,0.22,0.417558,2.22,-90.09,False
80889,2015-05-01,2015,5,2,Himachal Pradesh,8.83,17.035819,1.94,355.15,False
80924,2015-05-02,2015,5,2,Himachal Pradesh,0.0,0.001475,2.7,-100.0,False
80959,2015-05-03,2015,5,2,Himachal Pradesh,0.23,0.443422,2.38,-90.34,False
80994,2015-05-04,2015,5,2,Himachal Pradesh,0.1,0.195068,1.51,-93.38,False
81029,2015-05-05,2015,5,2,Himachal Pradesh,0.0,0.0,1.43,-100.0,False
81064,2015-05-06,2015,5,2,Himachal Pradesh,0.0,0.0,1.48,-100.0,False
81099,2015-05-07,2015,5,2,Himachal Pradesh,0.0,0.0,1.24,-100.0,False
81134,2015-05-08,2015,5,2,Himachal Pradesh,0.0,0.0,1.54,-100.0,False
81169,2015-05-09,2015,5,2,Himachal Pradesh,0.34,0.655428,2.36,-85.59,False
81204,2015-05-10,2015,5,2,Himachal Pradesh,0.64,1.238658,3.18,-79.87,False
81239,2015-05-11,2015,5,2,Himachal Pradesh,0.5,0.963016,3.19,-84.33,False
81274,2015-05-12,2015,5,2,Himachal Pradesh,3.57,6.876723,3.17,12.62,False
81309,2015-05-13,2015,5,2,Himachal Pradesh,5.49,10.595773,3.26,68.4,False
81344,2015-05-14,2015,5,2,Himachal Pradesh,5.4,10.417951,3.33,62.16,False
81379,2015-05-15,2015,5,2,Himachal Pradesh,2.99,5.772678,2.45,22.04,False
81414,2015-05-16,2015,5,2,Himachal Pradesh,1.4,2.697905,2.11,-33.65,False
81449,2015-05-17,2015,5,2,Himachal Pradesh,0.0,0.0,2.04,-100.0,False
81484,2015-05-18,2015,5,2,Himachal Pradesh,1.41,2.721499,2.62,-46.18,False
81519,2015-05-19,2015,5,2,Himachal Pradesh,0.36,0.700896,1.82,-80.22,False
81554,2015-05-20,2015,5,2,Himachal Pradesh,2.05,3.962987,1.74,17.82,False
81589,2015-05-21,2015,5,2,Himachal Pradesh,0.08,0.150115,2.1,-96.19,False
81624,2015-05-22,2015,5,2,Himachal Pradesh,0.0,0.0,2.25,-100.0,False
81659,2015-05-23,2015,5,2,Himachal Pradesh,0.0,0.00392,2.52,-100.0,False
81694,2015-05-24,2015,5,2,Himachal Pradesh,0.81,1.56442,1.87,-56.68,False
81729,2015-05-25,2015,5,2,Himachal Pradesh,3.49,6.721441,1.3,168.46,False
81764,2015-05-26,2015,5,2,Himachal Pradesh,7.48,14.42961,1.26,493.65,False
81799,2015-05-27,2015,5,2,Himachal Pradesh,2.33,4.491665,1.26,84.92,False
81834,2015-05-28,2015,5,2,Himachal Pradesh,0.0,0.0,1.58,-100.0,False
81869,2015-05-29,2015,5,2,Himachal Pradesh,0.01,0.020518,1.8,-99.44,False
81904,2015-05-30,2015,5,2,Himachal Pradesh,0.09,0.164271,2.07,-95.65,False
81939,2015-05-31,2015,5,2,Himachal Pradesh,0.56,1.078987,2.21,-74.66,False
81974,2015-06-01,2015,6,2,Himachal Pradesh,1.12,2.150602,1.73,-35.26,False
82009,2015-06-02,2015,6,2,Himachal Pradesh,0.26,0.499125,1.6,-83.75,False
82044,2015-06-03,2015,6,2,Himachal Pradesh,2.41,4.640549,1.55,55.48,False
82079,2015-06-04,2015,6,2,Himachal Pradesh,2.52,4.863319,2.15,17.21,False
82114,2015-06-05,2015,6,2,Himachal Pradesh,5.2,10.019289,2.32,124.14,False
82149,2015-06-06,2015,6,2,Himachal Pradesh,2.09,4.035129,1.96,6.63,False
82184,2015-06-07,2015,6,2,Himachal Pradesh,2.07,3.982976,1.46,41.78,False
82219,2015-06-08,2015,6,2,Himachal Pradesh,2.8,5.408712,1.28,118.75,False
82254,2015-06-09,2015,6,2,Himachal Pradesh,0.0,0.002506,1.96,-100.0,False
82289,2015-06-10,2015,6,2,Himachal Pradesh,0.14,0.271855,2.59,-94.59,False
82324,2015-06-11,2015,6,2,Himachal Pradesh,6.96,13.429111,2.03,242.86,False
82359,2015-06-12,2015,6,2,Himachal Pradesh,0.01,0.0206,2.61,-99.62,False
82394,2015-06-13,2015,6,2,Himachal Pradesh,0.06,0.120747,3.09,-98.06,False
82429,2015-06-14,2015,6,2,Himachal Pradesh,0.35,0.671564,3.19,-89.03,False
82464,2015-06-15,2015,6,2,Himachal Pradesh,2.45,4.71698,3.62,-32.32,False
82499,2015-06-16,2015,6,2,Himachal Pradesh,0.17,0.332088,2.17,-92.17,False
82534,2015-06-17,2015,6,2,Himachal Pradesh,0.0,0.000386,1.74,-100.0,False
82569,2015-06-18,2015,6,2,Himachal Pradesh,0.01,0.018416,1.81,-99.45,False
82604,2015-06-19,2015,6,2,Himachal Pradesh,0.03,0.05864,2.38,-98.74,False
82639,2015-06-20,2015,6,2,Himachal Pradesh,10.84,20.899581,2.38,355.46,False
82674,2015-06-21,2015,6,2,Himachal Pradesh,8.05,15.516319,3.18,153.14,False
82709,2015-06-22,2015,6,2,Himachal Pradesh,1.63,3.137472,3.93,-58.52,False
82744,2015-06-23,2015,6,2,Himachal Pradesh,4.38,8.452271,3.52,24.43,False
82779,2015-06-24,2015,6,2,Himachal Pradesh,2.09,4.025096,4.89,-57.26,False
82814,2015-06-25,2015,6,2,Himachal Pradesh,16.69,32.180389,3.84,334.64,False
82849,2015-06-26,2015,6,2,Himachal Pradesh,7.38,14.233299,3.65,102.19,False
82884,2015-06-27,2015,6,2,Himachal Pradesh,0.0,0.0,4.54,-100.0,False
82919,2015-06-28,2015,6,2,Himachal Pradesh,0.0,0.0,6.18,-100.0,False
82954,2015-06-29,2015,6,2,Himachal Pradesh,1.96,3.782677,5.99,-67.28,False
82989,2015-06-30,2015,6,2,Himachal Pradesh,4.73,9.125645,6.49,-27.12,False
83024,2015-07-01,2015,7,2,Himachal Pradesh,4.08,7.875977,6.69,-39.01,False
83059,2015-07-02,2015,7,2,Himachal Pradesh,2.3,4.426245,6.49,-64.56,False
83094,2015-07-03,2015,7,2,Himachal Pradesh,1.76,3.38487,5.73,-69.28,False
83129,2015-07-04,2015,7,2,Himachal Pradesh,0.33,0.635199,6.57,-94.98,False
83164,2015-07-05,2015,7,2,Himachal Pradesh,2.08,4.016613,7.46,-72.12,False
83199,2015-07-06,2015,7,2,Himachal Pradesh,16.08,31.001991,7.72,108.29,False
83234,2015-07-07,2015,7,2,Himachal Pradesh,7.27,14.016326,7.17,1.39,False
83269,2015-07-08,2015,7,2,Himachal Pradesh,5.08,9.803928,7.38,-31.17,False
83304,2015-07-09,2015,7,2,Himachal Pradesh,5.55,10.699611,8.53,-34.94,False
83339,2015-07-10,2015,7,2,Himachal Pradesh,28.27,54.516633,9.45,199.15,False
83374,2015-07-11,2015,7,2,Himachal Pradesh,19.68,37.960428,7.52,161.7,False
83409,2015-07-12,2015,7,2,Himachal Pradesh,17.95,34.607371,9.01,99.22,False
83444,2015-07-13,2015,7,2,Himachal Pradesh,7.06,13.623191,9.2,-23.26,False
83479,2015-07-14,2015,7,2,Himachal Pradesh,0.42,0.802391,9.45,-95.56,False
83514,2015-07-15,2015,7,2,Himachal Pradesh,0.52,0.999756,11.21,-95.36,False
83549,2015-07-16,2015,7,2,Himachal Pradesh,11.5,22.186159,10.27,11.98,False
83584,2015-07-17,2015,7,2,Himachal Pradesh,36.87,71.106984,10.95,236.71,False
83619,2015-07-18,2015,7,2,Himachal Pradesh,3.38,6.527467,11.3,-70.09,False
83654,2015-07-19,2015,7,2,Himachal Pradesh,11.8,22.762699,11.78,0.17,False
83689,2015-07-20,2015,7,2,Himachal Pradesh,6.2,11.949604,9.97,-37.81,False
83724,2015-07-21,2015,7,2,Himachal Pradesh,6.02,11.6025,8.53,-29.43,False
83759,2015-07-22,2015,7,2,Himachal Pradesh,6.23,12.021739,9.06,-31.24,False
83794,2015-07-23,2015,7,2,Himachal Pradesh,10.63,20.499514,9.4,13.09,False
83829,2015-07-24,2015,7,2,Himachal Pradesh,8.17,15.754017,11.14,-26.66,False
83864,2015-07-25,2015,7,2,Himachal Pradesh,2.58,4.971388,12.58,-79.49,False
83899,2015-07-26,2015,7,2,Himachal Pradesh,23.89,46.070671,14.19,68.36,False
83934,2015-07-27,2015,7,2,Himachal Pradesh,8.0,15.431295,10.53,-24.03,False
83969,2015-07-28,2015,7,2,Himachal Pradesh,10.3,19.860607,8.95,15.08,False
84004,2015-07-29,2015,7,2,Himachal Pradesh,5.6,10.805936,9.7,-42.27,False
84039,2015-07-30,2015,7,2,Himachal Pradesh,9.15,17.638982,10.36,-11.68,False
84074,2015-07-31,2015,7,2,Himachal Pradesh,5.19,10.008918,9.26,-43.95,False
84109,2015-08-01,2015,8,2,Himachal Pradesh,21.75,41.943167,9.32,133.37,False
84144,2015-08-02,2015,8,2,Himachal Pradesh,7.18,13.839339,12.28,-41.53,False
84179,2015-08-03,2015,8,2,Himachal Pradesh,8.41,16.228189,10.73,-21.62,False
84214,2015-08-04,2015,8,2,Himachal Pradesh,2.42,4.666862,9.45,-74.39,False
84249,2015-08-05,2015,8,2,Himachal Pradesh,5.18,9.98981,8.83,-41.34,False
84284,2015-08-06,2015,8,2,Himachal Pradesh,10.23,19.734421,9.38,9.06,False
84319,2015-08-07,2015,8,2,Himachal Pradesh,8.4,16.195903,10.09,-16.75,False
84354,2015-08-08,2015,8,2,Himachal Pradesh,22.3,43.008341,9.52,134.24,False
84389,2015-08-09,2015,8,2,Himachal Pradesh,18.19,35.076053,11.28,61.26,False
84424,2015-08-10,2015,8,2,Himachal Pradesh,14.08,27.144221,7.99,76.22,False
84459,2015-08-11,2015,8,2,Himachal Pradesh,5.63,10.857641,9.42,-40.23,False
84494,2015-08-12,2015,8,2,Himachal Pradesh,19.56,37.713618,10.92,79.12,False
84529,2015-08-13,2015,8,2,Himachal Pradesh,0.79,1.527202,11.44,-93.09,False
84564,2015-08-14,2015,8,2,Himachal Pradesh,9.21,17.761032,10.3,-10.58,False
84599,2015-08-15,2015,8,2,Himachal Pradesh,2.66,5.121338,9.61,-72.32,False
84634,2015-08-16,2015,8,2,Himachal Pradesh,14.3,27.578529,8.64,65.51,False
84669,2015-08-17,2015,8,2,Himachal Pradesh,1.77,3.404521,6.48,-72.69,False
84704,2015-08-18,2015,8,2,Himachal Pradesh,2.63,5.072267,7.47,-64.79,False
84739,2015-08-19,2015,8,2,Himachal Pradesh,2.39,4.614282,8.64,-72.34,False
84774,2015-08-20,2015,8,2,Himachal Pradesh,3.43,6.614474,8.32,-58.77,False
84809,2015-08-21,2015,8,2,Himachal Pradesh,10.69,20.617188,8.01,33.46,False
84844,2015-08-22,2015,8,2,Himachal Pradesh,6.35,12.247599,7.86,-19.21,False
84879,2015-08-23,2015,8,2,Himachal Pradesh,1.08,2.079914,7.17,-84.94,False
84914,2015-08-24,2015,8,2,Himachal Pradesh,2.08,4.015999,7.14,-70.87,False
84949,2015-08-25,2015,8,2,Himachal Pradesh,0.99,1.9172,6.74,-85.31,False
84984,2015-08-26,2015,8,2,Himachal Pradesh,0.16,0.302335,6.83,-97.66,False
85019,2015-08-27,2015,8,2,Himachal Pradesh,0.03,0.054712,6.96,-99.57,False
85054,2015-08-28,2015,8,2,Himachal Pradesh,5.32,10.266076,5.82,-8.59,False
85089,2015-08-29,2015,8,2,Himachal Pradesh,0.0,0.0,4.63,-100.0,False
85124,2015-08-30,2015,8,2,Himachal Pradesh,0.39,0.756804,4.55,-91.43,False
85159,2015-08-31,2015,8,2,Himachal Pradesh,1.07,2.062842,5.27,-79.7,False
85194,2015-09-01,2015,9,2,Himachal Pradesh,0.83,1.594239,6.28,-86.78,False
85229,2015-09-02,2015,9,2,Himachal Pradesh,0.98,1.898637,7.2,-86.39,False
85264,2015-09-03,2015,9,2,Himachal Pradesh,1.97,3.798473,6.7,-70.6,False
85299,2015-09-04,2015,9,2,Himachal Pradesh,1.12,2.154587,5.26,-78.71,False
85334,2015-09-05,2015,9,2,Himachal Pradesh,0.45,0.876283,4.36,-89.68,False
85369,2015-09-06,2015,9,2,Himachal Pradesh,1.89,3.635646,4.15,-54.46,False
85404,2015-09-07,2015,9,2,Himachal Pradesh,0.47,0.905133,4.4,-89.32,False
85439,2015-09-08,2015,9,2,Himachal Pradesh,0.03,0.065081,5.99,-99.5,False
85474,2015-09-09,2015,9,2,Himachal Pradesh,0.0,0.0,6.42,-100.0,False
85509,2015-09-10,2015,9,2,Himachal Pradesh,0.0,0.0,5.17,-100.0,False
85544,2015-09-11,2015,9,2,Himachal Pradesh,0.0,0.0,4.1,-100.0,False
85579,2015-09-12,2015,9,2,Himachal Pradesh,0.0,0.0,3.85,-100.0,False
85614,2015-09-13,2015,9,2,Himachal Pradesh,0.0,0.0,3.86,-100.0,False
85649,2015-09-14,2015,9,2,Himachal Pradesh,2.25,4.346357,5.15,-56.31,False
85684,2015-09-15,2015,9,2,Himachal Pradesh,0.82,1.589635,5.18,-84.17,False
85719,2015-09-16,2015,9,2,Himachal Pradesh,0.6,1.164314,5.32,-88.72,False
85754,2015-09-17,2015,9,2,Himachal Pradesh,3.21,6.181434,3.23,-0.62,False
85789,2015-09-18,2015,9,2,Himachal Pradesh,0.0,0.0,2.92,-100.0,False
85824,2015-09-19,2015,9,2,Himachal Pradesh,0.82,1.577356,2.15,-61.86,False
85859,2015-09-20,2015,9,2,Himachal Pradesh,8.49,16.366649,2.69,215.61,False
85894,2015-09-21,2015,9,2,Himachal Pradesh,8.23,15.877998,3.45,138.55,False
85929,2015-09-22,2015,9,2,Himachal Pradesh,2.17,4.182021,2.35,-7.66,False
85964,2015-09-23,2015,9,2,Himachal Pradesh,27.02,52.103584,3.37,701.78,False
85999,2015-09-24,2015,9,2,Himachal Pradesh,5.32,10.265362,5.7,-6.67,False
86034,2015-09-25,2015,9,2,Himachal Pradesh,0.37,0.720937,6.97,-94.69,False
86069,2015-09-26,2015,9,2,Himachal Pradesh,1.7,3.284855,7.69,-77.89,False
86104,2015-09-27,2015,9,2,Himachal Pradesh,2.57,4.949857,4.64,-44.61,False
86139,2015-09-28,2015,9,2,Himachal Pradesh,0.22,0.433859,2.0,-89.0,False
86174,2015-09-29,2015,9,2,Himachal Pradesh,0.0,0.0,1.54,-100.0,False
86209,2015-09-30,2015,9,2,Himachal Pradesh,0.0,0.0,1.78,-100.0,False
86244,2015-10-01,2015,10,2,Himachal Pradesh,0.0,0.0,1.8,-100.0,False
86279,2015-10-02,2015,10,2,Himachal Pradesh,0.0,0.0,1.74,-100.0,False
86314,2015-10-03,2015,10,2,Himachal Pradesh,0.0,0.0,2.75,-100.0,False
86349,2015-10-04,2015,10,2,Himachal Pradesh,0.0,0.0,4.31,-100.0,False
86384,2015-10-05,2015,10,2,Himachal Pradesh,0.0,0.0,3.73,-100.0,False
86419,2015-10-06,2015,10,2,Himachal Pradesh,0.0,0.0,2.27,-100.0,False
86454,2015-10-07,2015,10,2,Himachal Pradesh,0.0,0.0,1.77,-100.0,False
86489,2015-10-08,2015,10,2,Himachal Pradesh,0.0,0.0,1.5,-100.0,False
86524,2015-10-09,2015,10,2,Himachal Pradesh,0.0,0.0,2.5,-100.0,False
86559,2015-10-10,2015,10,2,Himachal Pradesh,0.0,0.0,2.61,-100.0,False
86594,2015-10-11,2015,10,2,Himachal Pradesh,0.0,0.0,2.57,-100.0,False
86629,2015-10-12,2015,10,2,Himachal Pradesh,0.0,0.0,2.33,-100.0,False
86664,2015-10-13,2015,10,2,Himachal Pradesh,0.01,0.018627,1.63,-99.39,False
86699,2015-10-14,2015,10,2,Himachal Pradesh,0.29,0.561763,1.72,-83.14,False
86734,2015-10-15,2015,10,2,Himachal Pradesh,7.51,14.490603,1.03,629.13,False
86769,2015-10-16,2015,10,2,Himachal Pradesh,0.0,0.0,0.65,-100.0,False
86804,2015-10-17,2015,10,2,Himachal Pradesh,0.0,0.0,0.39,-100.0,False
86839,2015-10-18,2015,10,2,Himachal Pradesh,0.0,0.0,0.72,-100.0,False
86874,2015-10-19,2015,10,2,Himachal Pradesh,0.0,0.005683,1.0,-100.0,False
86909,2015-10-20,2015,10,2,Himachal Pradesh,1.92,3.704525,1.21,58.68,False
86944,2015-10-21,2015,10,2,Himachal Pradesh,0.0,0.005401,1.23,-100.0,False
86979,2015-10-22,2015,10,2,Himachal Pradesh,0.0,0.0,0.99,-100.0,False
87014,2015-10-23,2015,10,2,Himachal Pradesh,0.0,0.0,0.48,-100.0,False
